date,lat,lon,place_name,product_name,price,unit,quote_id
"Apr 7, 2020",43.9928,-120.4981,Oregon,Adderall,$5,30mg pill,364820
"Apr 7, 2020",43.9928,-120.4981,Oregon,Tylenol No. 3,$3,30mg/300mg pill,364786
"Apr 6, 2020",43.9928,-120.4981,Oregon,Adderall XR (generic),$8,20mg pill,364691
"Apr 3, 2020",43.9928,-120.4981,Oregon,Adderall,$20,30mg pill,364416
"Apr 3, 2020",43.9928,-120.4981,Oregon,Ativan,$5,1mg pill,364384
"Apr 3, 2020",43.9928,-120.4981,Oregon,Phenergan,$1,50mg pill,364372
"Apr 12, 2020",45.4871,-122.8037,"Beaverton, Oregon",Xanax,$10,2mg pill,365259
"Apr 12, 2020",28.8053,-97.0036,"Victoria texas, Texas","oxycodone / acetaminophen tablet (generic Percocet, Percodan, Tylox)",$15,10mg/325mg pill,365258
"Apr 12, 2020",35.4964,-97.5147,Oklahoma,Adderall XR,$5,30mg pill,365256
"Apr 11, 2020",35.4964,-97.5147,Oklahoma,buprenorphine tablet (generic Subutex),$12,8mg pill,365171
"Apr 10, 2020",35.4964,-97.5147,Oklahoma,buprenorphine combination tablet (generic Suboxone),$75,2mg/0.5mg pill,365148
"Apr 5, 2020",35.4964,-97.5147,Oklahoma,temazepam,$1,15mg pill,364632
"Apr 5, 2020",35.4964,-97.5147,Oklahoma,hydromorphone IR tablet (generic Dilaudid),$5,4mg pill,364608
"Apr 2, 2020",35.4964,-97.5147,Oklahoma,cannabis (non-medical flower),$25,1/4oz plant material,364265
"Apr 11, 2020",30.0580,-94.7955,"Liberty, Texas",Adderall,$7,15mg pill,365254
"Apr 11, 2020",33.9526,-84.5499,"Marietta, Georgia",morphine,$100,100mg pill,365253
"Apr 4, 2020",33.9526,-84.5499,"Marietta, Georgia","OxyContin (old OC, crushable)",$10,10mg pill,364476
"Apr 2, 2020",33.9526,-84.5499,"Marietta, Georgia",Adderall (generic),$7,15mg pill,364324
"Apr 11, 2020",40.7143,-74.0060,"New York City, New York",Valium,$8,10mg pill,365251
"Apr 11, 2020",41.6611,-91.5302,"Iowa city, Iowa",psilocybin (mushrooms),$75,1/4oz plant material,365247
"Apr 11, 2020",41.6611,-91.5302,"Iowa city, Iowa",Adderall XR,$10,30mg pill,365221
"Apr 11, 2020",39.3722,-104.8561,"Castle Rock, Colorado",hydromorphone IR tablet (generic Dilaudid),$20,4mg pill,365246
"Apr 11, 2020",37.4399,-84.4629,Kentucky,cyclobenzaprine,$5,10mg pill,365243
"Apr 11, 2020",37.4399,-84.4629,Kentucky,Adderall,$10,20mg pill,365226
"Apr 10, 2020",37.4399,-84.4629,Kentucky,dronabinol,$10,2.5mg pill,365101
"Apr 9, 2020",37.4399,-84.4629,Kentucky,Dilaudid tablet (generic),$10,4mg pill,364996
"Apr 8, 2020",37.4399,-84.4629,Kentucky,generic Xanax,$4,0.5mg pill,364919
"Apr 7, 2020",37.4399,-84.4629,Kentucky,Adderall,$5,5mg pill,364854
"Apr 11, 2020",44.4965,-90.0000,Wisconsin,oxycodone IR pill,$10,10mg pill,365238
"Apr 10, 2020",44.4965,-90.0000,Wisconsin,generic Ativan,$1,0.5mg pill,365098
"Apr 7, 2020",44.4965,-90.0000,Wisconsin,Adderall,$15,30mg pill,364757
"Apr 6, 2020",44.4965,-90.0000,Wisconsin,generic Xanax,$6.25,2mg pill,364716
"Apr 6, 2020",44.4965,-90.0000,Wisconsin,Vyvanse,$12,70mg pill,364707
"Apr 6, 2020",44.4965,-90.0000,Wisconsin,buprenorphine tablet (generic Subutex),$5,2mg pill,364681
"Apr 6, 2020",44.4965,-90.0000,Wisconsin,hydrocodone/acetaminophen tablet (generic Vicodin),$5,7.5mg/325mg pill,364654
"Apr 11, 2020",36.3320,-94.1185,"Rogers, Arkansas",tizanidine,$3,4mg pill,365237
"Apr 11, 2020",40.1304,-75.5149,"Phoenixville, Pennsylvania",tramadol,$5,50mg pill,365234
"Apr 11, 2020",42.8142,-73.9396,"Schenectady, New York",Provigil,$1,200mg pill,365231
"Apr 11, 2020",41.8298,-86.2542,"Niles, Michigan",Norco,$8,10mg/325mg pill,365229
"Apr 4, 2020",41.8298,-86.2542,"Niles, Michigan",morphine pill,$4,15mg pill,364485
"Apr 11, 2020",33.4484,-112.0740,"Phoenix, Arizona",Adderall,$5,10mg pill,365228
"Apr 5, 2020",33.4484,-112.0740,"Phoenix, Arizona",Adderall,$7,5mg pill,364551
"Apr 1, 2020",33.4484,-112.0740,"Phoenix, Arizona",Adderall,$10,15mg pill,364190
"Apr 11, 2020",39.9612,-82.9988,"Columbus Ohio City, Ohio",gabapentin,$1,800mg pill,365227
"Apr 2, 2020",39.9612,-82.9988,"Columbus Ohio City, Ohio",Viagra,$2,25mg pill,364310
"Apr 11, 2020",33.1959,-117.3795,"Oceanside, California",phentermine,$2,37.5mg pill,365224
"Apr 11, 2020",39.9205,-105.0867,"Broomfield, Colorado",Adderall (generic),$20,20mg pill,365223
"Apr 11, 2020",32.5093,-92.1193,"Monroe, Louisiana",Adderall,$8,30mg pill,365222
"Apr 11, 2020",41.0534,-73.5387,"Stamford, Connecticut",Concerta,$10,36mg pill,365219
"Apr 11, 2020",43.6615,-70.2553,"Portland, Maine",Adderall (generic),$15,30mg pill,365217
"Apr 11, 2020",35.6037,-78.9698,North Carolina,methylphenidate ER tablet (generic Ritalin LA),$5,20mg pill,365213
"Apr 8, 2020",35.6037,-78.9698,North Carolina,Adderall,$10,20mg pill,364925
"Apr 7, 2020",35.6037,-78.9698,North Carolina,Adderall,$10,30mg pill,364826
"Apr 7, 2020",35.6037,-78.9698,North Carolina,Adderall,$5,10mg pill,364777
"Apr 4, 2020",35.6037,-78.9698,North Carolina,Adderall,$4,10mg pill,364488
"Apr 1, 2020",35.6037,-78.9698,North Carolina,morphine ER pill,$10,15mg pill,364165
"Jun 7, 2014",35.6037,-78.9698,North Carolina,Adderall,$10,20mg pill,29183
"Apr 11, 2020",37.6712,-82.7818,"Prestonsburg, Kentucky",Xanax,$12,2mg pill,365211
"Apr 11, 2020",41.7504,-71.4998,"Providence, Rhode Island",Adderall,$5,20mg pill,365209
"Apr 11, 2020",33.6877,-80.5958,South Carolina,Adderall,$10,30mg pill,365208
"Apr 10, 2020",33.6877,-80.5958,South Carolina,Adderall,$10,30mg pill,365117
"Apr 8, 2020",33.6877,-80.5958,South Carolina,hydrocodone,$10,7.5mg/325mg pill,364863
"Apr 4, 2020",33.6877,-80.5958,South Carolina,duloxetine,$4,30mg pill,364492
"Apr 1, 2020",33.6877,-80.5958,South Carolina,Hysingla ER,$20,40mg pill,364145
"Apr 11, 2020",28.0836,-80.6081,"Melbourne, Florida",Adderall (generic),$5,20mg pill,365207
"Apr 2, 2020",28.0836,-80.6081,"Melbourne, Florida",hydromorphone IR tablet (generic Dilaudid),$25,4mg pill,364239
"Apr 1, 2020",28.0836,-80.6081,"Melbourne, Florida",Klonopin,$5,1mg pill,364104
"Apr 11, 2020",36.1526,-80.3623,"Pfafftown, North Carolina",Adderall XR,$25,30mg pill,365203
"Apr 11, 2020",34.2576,-88.7034,"Tupelo, Mississippi",alprazolam,$3,0.5mg pill,365202
"Apr 11, 2020",39.8007,-76.9830,"Hanover, Pennsylvania",Opana,$25,10mg pill,365201
"Apr 11, 2020",29.7633,-95.3633,"Houston Texas City, Texas",methadone  tablet,$65,40mg pill,365200
"Apr 11, 2020",32.4610,-84.9877,"Columbus, Georgia",morphine pill,$10,30mg pill,365199
"Apr 11, 2020",43.0046,-107.4903,Wyoming,morphine pill,$10,15mg pill,365198
"Apr 2, 2020",43.0046,-107.4903,Wyoming,hydrocodone/acetaminophen tablet (generic Vicodin),$5,2.5mg/325mg pill,364333
"Apr 11, 2020",42.2459,-84.4014,"Jackson, Michigan",Adderall,$9,20mg pill,365197
"Apr 11, 2020",41.4489,-82.7080,"Sandusky, Ohio",Adderall,$7,20mg pill,365196
"Apr 11, 2020",39.1857,-78.1633,"Winchester, Virginia",Librium,$8,25mg pill,365194
"Apr 11, 2020",44.9150,-93.5533,"Greenwood, Minnesota",oxycodone pill,$60,30mg pill,365192
"Apr 11, 2020",44.0217,-75.8460,"Calcium, New York",Adderall XR,$8,20mg pill,365191
"Apr 11, 2020",43.0731,-89.4012,"Madison Wisconsin, Wisconsin",Adderall,$10,10mg pill,365190
"Apr 11, 2020",35.9940,-78.8986,"Durham, North Carolina",Adderall,$5,30mg pill,365189
"Apr 11, 2020",37.2710,-79.9414,"Roanoke, Virginia",methylphenidate pill,$10,10mg pill,365188
"Apr 11, 2020",42.7284,-73.6918,"Troy, New York",Adderall,$6,20mg pill,365184
"Apr 11, 2020",37.0429,-76.2933,"Hampton Va beach Virginia Beach, Virginia",Adderall,$8,30mg pill,365181
"Apr 11, 2020",46.7833,-92.1066,"Duluth, Minnesota",Xanax XR,$20,2mg pill,365180
"Apr 11, 2020",45.5235,-122.6762,"Portland, Oregon",methylphenidate ER tablet (generic Ritalin LA),$15,30mg pill,365178
"Apr 11, 2020",45.5235,-122.6762,"Portland, Oregon",methylphenidate IR tablet (generic Ritalin),$6,5mg pill,365173
"Apr 10, 2020",45.5235,-122.6762,"Portland, Oregon",clonidine,$25.70,0.2mg pill,365154
"Apr 5, 2020",45.5235,-122.6762,"Portland, Oregon",generic Xanax,$5,2mg pill,364569
"Apr 4, 2020",45.5235,-122.6762,"Portland, Oregon",morphine pill,$10,30mg pill,364523
"Apr 3, 2020",45.5235,-122.6762,"Portland, Oregon",Adderall XR,$5,10mg pill,364425
"Apr 3, 2020",45.5235,-122.6762,"Portland, Oregon",amphetamine pill,$5,25mg pill,364349
"Apr 2, 2020",45.5235,-122.6762,"Portland, Oregon",tramadol,$8,50mg pill,364327
"Apr 2, 2020",45.5235,-122.6762,"Portland, Oregon",generic Valium,$5,10mg pill,364296
"Apr 11, 2020",45.6387,-122.6615,"Vancouver, Washington",Ritalin (imprinted CIBA),$5,5mg pill,365174
"Apr 11, 2020",45.6387,-122.6615,"Vancouver, Washington",Xanax,$4,2mg pill,365167
"Apr 11, 2020",33.9137,-98.4934,"Wichita Falls, Texas",Adderall,$5,20mg pill,365172
"Apr 11, 2020",43.4666,-112.0341,"Idaho falls, Idaho",generic Xanax,$1,2mg pill,365170
"Apr 11, 2020",43.4666,-112.0341,"Idaho falls, Idaho",oxycodone IR pill,$20,30mg pill,365169
"Apr 11, 2020",40.4167,-86.8753,"Lafayette, Indiana",Percocet,$10,10mg/325mg pill,365163
"Apr 4, 2020",40.4167,-86.8753,"Lafayette, Indiana",Adderall XR (generic),$10,30mg pill,364508
"Apr 11, 2020",39.8782,-75.1207,"Brooklawn, New Jersey",generic Klonopin,$2,0.5mg pill,365161
"Apr 11, 2020",32.7318,-89.7364,Mississippi,tramadol,$10,50mg pill,365160
"Apr 7, 2020",32.7318,-89.7364,Mississippi,"oxycodone / acetaminophen tablet (generic Percocet, Percodan, Tylox)",$5,10mg/325mg pill,364779
"Apr 6, 2020",32.7318,-89.7364,Mississippi,Adderall XR,$10,25mg pill,364749
"Apr 6, 2020",32.7318,-89.7364,Mississippi,Vyvanse,$15,30mg pill,364697
"Apr 3, 2020",32.7318,-89.7364,Mississippi,generic Valium,$3,10mg pill,364402
"Apr 2, 2020",32.7318,-89.7364,Mississippi,clonidine,$1,0.2mg pill,364238
"Apr 1, 2020",32.7318,-89.7364,Mississippi,fentanyl film,$50,1200mcg film,364159
"Apr 10, 2020",34.5002,-111.5003,Arizona,Demerol,$10,50mg pill,365153
"Apr 10, 2020",34.5002,-111.5003,Arizona,Adderall,$20,30mg pill,365136
"Apr 10, 2020",34.5002,-111.5003,Arizona,methylphenidate IR tablet (generic Ritalin),$5,10mg pill,365110
"Apr 8, 2020",34.5002,-111.5003,Arizona,Tylenol No. 3,$1.50,15mg/300mg pill,364933
"Apr 7, 2020",34.5002,-111.5003,Arizona,hydrocodone/acetaminophen tablet (generic Vicodin),$5,7.5mg/325mg pill,364819
"Apr 6, 2020",34.5002,-111.5003,Arizona,Adderall,$15,20mg pill,364715
"Apr 2, 2020",34.5002,-111.5003,Arizona,Adderall,$10,20mg pill,364228
"Apr 10, 2020",40.8350,-73.8769,"Bronx, New York",Adderall (generic),$5,30mg pill,365146
"Apr 10, 2020",30.2752,-89.7812,"Slidell, Louisiana",gabapentin,$5,800mg pill,365144
"Apr 10, 2020",38.8339,-104.8214,"Colorado Springs, Colorado",Adderall,$10,20mg pill,365143
"Apr 10, 2020",38.4496,-78.8689,"Harrisonburg, Virginia",Belbuca,$20,75mcg film,365141
"Apr 10, 2020",37.2153,-93.2982,"Springfield Missouri, Missouri",Adderall,$30,30mg pill,365133
"Apr 10, 2020",37.2153,-93.2982,"Springfield Missouri, Missouri",Adderall,$35,30mg pill,365132
"Apr 5, 2020",37.2153,-93.2982,"Springfield Missouri, Missouri",cyclobenzaprine,$2,10mg pill,364611
"Apr 10, 2020",40.7357,-74.1724,"Newark, New Jersey",Hysingla ER,$25,20mg pill,365131
"Apr 10, 2020",39.2904,-76.6122,"Baltimore, Maryland",Tylenol No. 3,$5,30mg/300mg pill,365130
"Apr 3, 2020",39.2904,-76.6122,"Baltimore, Maryland",heroin,$4,100mg (bag/stamp) powder,364432
"Apr 10, 2020",39.2284,-76.6164,"Brooklyn, Maryland",Adderall XR,$6,25mg pill,365129
"Apr 10, 2020",42.9134,-85.7053,"Wyoming, Michigan","oxycodone / acetaminophen tablet (generic Percocet, Percodan, Tylox)",$6,5mg/325mg pill,365124
"Apr 10, 2020",30.2366,-93.3774,"Sulphur, Louisiana",codeine liquid,$75,15mg/5mL (500mL bottle) syrup/liquid,365122
"Apr 10, 2020",41.4995,-81.6954,"Cleveland, Ohio",Adderall,$12,30mg pill,365116
"Apr 10, 2020",41.4995,-81.6954,"Cleveland, Ohio",Adderall,$10,30mg pill,365115
"Apr 10, 2020",41.4995,-81.6954,"Cleveland, Ohio",Adderall,$5,30mg pill,365086
"Apr 6, 2020",41.4995,-81.6954,"Cleveland, Ohio",tramadol,$3,50mg pill,364701
"Apr 10, 2020",39.9612,-82.9988,"Columbus, Ohio",Adderall XR,$10,30mg pill,365114
"Apr 10, 2020",39.9612,-82.9988,"Columbus, Ohio",Adderall,$15,30mg pill,365109
"Apr 5, 2020",39.9612,-82.9988,"Columbus, Ohio",Adderall,$30,30mg pill,364555
"Apr 10, 2020",41.1306,-85.1289,"fort Wayne, Indiana",Adderall (generic),$8,10mg pill,365112
"Apr 5, 2020",41.1306,-85.1289,"fort Wayne, Indiana",Xanax,$100,0.5mg pill,364624
"Apr 10, 2020",39.1620,-84.4569,"Cincinnati, Ohio",Adderall,$8,20mg pill,365108
"Apr 10, 2020",39.1620,-84.4569,"Cincinnati, Ohio",Adderall,$6,20mg pill,365107
"Apr 10, 2020",39.1620,-84.4569,"Cincinnati, Ohio",Adderall,$8,20mg pill,365102
"Apr 6, 2020",39.1620,-84.4569,"Cincinnati, Ohio",Adderall,$7.50,30mg pill,364706
"Apr 3, 2020",39.1620,-84.4569,"Cincinnati, Ohio",generic Xanax,$7,2mg pill,364437
"Apr 1, 2020",39.1620,-84.4569,"Cincinnati, Ohio",Adderall,$8,30mg pill,364206
"Apr 1, 2020",39.1620,-84.4569,"Cincinnati, Ohio",Adderall,$5,30mg pill,364205
"Apr 10, 2020",33.2148,-97.1331,"Denton, Texas",Xanax,$7,2mg pill,365105
"Apr 10, 2020",30.4066,-87.6836,"Foley, Alabama",Roxicodone tablet,$15,15mg pill,365104
"Apr 10, 2020",34.1488,-78.8767,"Tabor city, North Carolina",Hydroxyzine tablet,$2,25mg pill,365097
"Apr 10, 2020",40.5187,-78.3947,"Altoona, Pennsylvania",Adderall,$10,20mg pill,365096
"Apr 10, 2020",38.5137,-80.5079,West Virginia,Lyrica tablet,$1,100mg pill,365095
"Apr 10, 2020",32.4640,-86.4597,"Prattville, Alabama",MS Contin (generic morphine),$10,15mg pill,365094
"Apr 10, 2020",26.1420,-81.7948,"Naples, Florida",Adderall XR,$8,20mg pill,365091
"Apr 10, 2020",34.1083,-117.2898,"San Bernardino, California",Norco,$4,7.5mg/325mg pill,365082
"Apr 10, 2020",34.4264,-117.3009,"Hesperia, California",Norco,$2,7.5mg/325mg pill,365080
"Apr 10, 2020",41.7759,-72.5215,"Manchester, Connecticut",Xanax,$4,1mg pill,365079
"Apr 10, 2020",39.8028,-105.0875,"Arvada, Colorado",morphine ER pill,$10,30mg pill,365078
"Apr 10, 2020",28.1761,-80.5901,"Satellite Beach, Florida",Xanax,$7,2mg pill,365076
"Apr 10, 2020",45.3573,-122.6068,"Oregon City, Oregon",Klonopin,$3,0.5mg pill,365073
"Apr 5, 2020",45.3573,-122.6068,"Oregon City, Oregon",Adderall XR,$7,20mg pill,364594
"Apr 10, 2020",36.7477,-119.7724,"Fresno, California",morphine IR pill,$15,15mg pill,365072
"Apr 5, 2020",36.7477,-119.7724,"Fresno, California",cocaine,$60, N/A,364558
"Apr 10, 2020",40.1053,-85.6803,"Anderson, Indiana",Suboxone (film),$30,8mg/2mg film,365069
"Apr 10, 2020",27.9475,-82.4584,"Tampa, Florida",cocaine powder,$1,1/8oz (8-ball) powder,365068
"Apr 3, 2020",27.9475,-82.4584,"Tampa, Florida",methadone  tablet,$2,10mg pill,364388
"Apr 10, 2020",40.1934,-85.3864,"Muncie, Indiana",Adderall (generic),$11,30mg pill,365067
"Apr 9, 2020",42.4734,-83.2219,"Southfield, Michigan",oxycodone,$5,5mg/325mg pill,365066
"Apr 9, 2020",36.9352,-121.7730,"Freedom, California",Adderall,$8,30mg pill,365061
"Apr 9, 2020",43.0389,-87.9065,"Milwaukee, Wisconsin",Adderall,$20,30mg pill,365057
"Apr 7, 2020",43.0389,-87.9065,"Milwaukee, Wisconsin",generic Xanax,$10,2mg pill,364763
"Apr 7, 2020",43.0389,-87.9065,"Milwaukee, Wisconsin",Adderall,$20,20mg pill,364760
"Apr 3, 2020",43.0389,-87.9065,"Milwaukee, Wisconsin",alprazolam,$5,0.25mg pill,364409
"Apr 1, 2020",43.0389,-87.9065,"Milwaukee, Wisconsin",oxycodone pill,$6,10mg pill,364184
"Apr 9, 2020",40.5308,-112.2983,"Tooele, Utah",Adderall,$10,10mg pill,365052
"Apr 9, 2020",32.8340,-109.7076,"Safford, Arizona",generic Xanax,$2,1mg pill,365050
"Apr 9, 2020",42.0834,-71.0184,"Brockton, Massachusetts",Adderall,$5,30mg pill,365049
"Apr 9, 2020",42.0834,-71.0184,"Brockton, Massachusetts",ACT Oxycodone CR,$100,80mg pill,364983
"Apr 9, 2020",31.6035,-94.6555,"Nacogdoches, Texas",Xanax XR,$6,3mg pill,365048
"Apr 9, 2020",38.3498,-81.6326,"Charleston West Virginia, West Virginia",gabapentin,$3,600mg pill,365047
"Apr 9, 2020",38.0293,-78.4767,"Charlottesville, Virginia",generic Xanax,$15,1mg pill,365042
"Apr 9, 2020",37.0945,-88.0803,"Eddyville, Kentucky",Percocet,$5,10mg/325mg pill,365040
"Apr 9, 2020",40.5865,-122.3917,"Redding, California",morphine,$20,60mg pill,365039
"Apr 9, 2020",39.2662,-116.7627,Nevada,morphine pill,$10,50mg pill,365036
"Apr 1, 2020",39.2662,-116.7627,Nevada,oxycodone,$40,30mg pill,364204
"Apr 9, 2020",40.7140,-73.5590,"East Meadow, New York",generic Xanax,$2,2mg pill,365035
"Apr 9, 2020",41.3165,-73.0932,"Shelton, Connecticut",Adderall,$25,20mg pill,365032
"Apr 9, 2020",29.1872,-82.1401,"Ocala, Florida",Viagra,$10,25mg pill,365031
"Apr 9, 2020",29.1872,-82.1401,"Ocala, Florida",Viagra,$10,25mg pill,365029
"Apr 9, 2020",40.9301,-77.4756,Pennsylvania,Adderall,$20,20mg pill,365030
"Apr 8, 2020",40.9301,-77.4756,Pennsylvania,codeine liquid,$15,15mg/5mL (500mL bottle) syrup/liquid,364904
"Apr 4, 2020",40.9301,-77.4756,Pennsylvania,Adderall,$15,30mg pill,364524
"Apr 4, 2020",40.9301,-77.4756,Pennsylvania,Adderall XR,$10,20mg pill,364483
"Apr 2, 2020",40.9301,-77.4756,Pennsylvania,Vyvanse,$5,50mg pill,364332
"Apr 2, 2020",40.9301,-77.4756,Pennsylvania,sildenafil,$15,50mg pill,364328
"Apr 2, 2020",40.9301,-77.4756,Pennsylvania,hydrocodone/acetaminophen tablet (generic Vicodin),$1,7.5mg/325mg pill,364299
"Apr 1, 2020",40.9301,-77.4756,Pennsylvania,generic Xanax,$10,0.5mg pill,364191
"Apr 1, 2020",40.9301,-77.4756,Pennsylvania,Dilaudid tablet,$5,2mg pill,364141
"Apr 9, 2020",28.8006,-81.2731,"Sanford, Florida",hydrocodone/acetaminophen tablet (generic Vicodin),$3,10mg/325mg pill,365027
"Apr 9, 2020",34.3665,-89.5193,"Oxford, Mississippi",Phenobarbital tablet,$6,15mg pill,365022
"Apr 9, 2020",41.6729,-72.6856,Connecticut,Adderall,$10,20mg pill,365021
"Apr 8, 2020",41.6729,-72.6856,Connecticut,Adderall,$50,15mg pill,364959
"Apr 7, 2020",41.6729,-72.6856,Connecticut,gabapentin,$3,800mg pill,364812
"Apr 4, 2020",41.6729,-72.6856,Connecticut,alprazolam,$3,2mg pill,364513
"Apr 9, 2020",32.7153,-117.1573,"San Diego, California",Percocet,$10,10mg/325mg pill,365016
"Apr 9, 2020",32.7153,-117.1573,"San Diego, California",modafinil,$5,200mg pill,364966
"Apr 8, 2020",32.7153,-117.1573,"San Diego, California",heroin,$100,1g powder,364914
"Apr 8, 2020",32.7153,-117.1573,"San Diego, California",ecstasy (pressed pill),$20,other pill,364873
"Apr 6, 2020",32.7153,-117.1573,"San Diego, California",hydrocodone/acetaminophen tablet (generic Vicodin),$5,7.5mg/325mg pill,364726
"Apr 4, 2020",32.7153,-117.1573,"San Diego, California",Adderall,$10,10mg pill,364501
"Apr 2, 2020",32.7153,-117.1573,"San Diego, California",Cialis,$10,10mg pill,364331
"Apr 1, 2020",32.7153,-117.1573,"San Diego, California",Cialis,$10,10mg pill,364200
"Apr 9, 2020",30.4113,-88.8278,"Ocean Springs, Mississippi",Adderall,$12.50,30mg pill,365011
"Apr 4, 2020",30.4113,-88.8278,"Ocean Springs, Mississippi",alprazolam,$2.67,2mg pill,364448
"Apr 9, 2020",26.1223,-80.1434,"Fort Lauderdale, Florida",clonazepam,$10,2mg pill,365009
"Apr 9, 2020",26.1223,-80.1434,"Fort Lauderdale, Florida",clonazepam,$10,2mg pill,365008
"Apr 9, 2020",26.1223,-80.1434,"Fort Lauderdale, Florida",clonazepam,$10,1mg pill,365006
"Apr 9, 2020",26.1223,-80.1434,"Fort Lauderdale, Florida",clonazepam,$10,1mg pill,365005
"Apr 9, 2020",26.1223,-80.1434,"Fort Lauderdale, Florida",clonazepam,$10,1mg pill,365002
"Apr 4, 2020",26.1223,-80.1434,"Fort Lauderdale, Florida",Adderall,$7,20mg pill,364473
"Apr 9, 2020",37.7273,-89.2168,"Carbondale, Illinois",diazepam,$2,2mg pill,365007
"Apr 9, 2020",37.7273,-89.2168,"Carbondale, Illinois",diazepam,$2,2mg pill,365003
"Apr 9, 2020",40.8612,-79.8953,"Butler, Pennsylvania",Adderall XR (generic),$5,10mg pill,365004
"Apr 3, 2020",40.8612,-79.8953,"Butler, Pennsylvania",Wellbutrin XL,$1,300mg pill,364417
"Apr 9, 2020",31.7587,-106.4869,"El Paso, Texas",oxycodone IR pill,$5,5mg pill,365001
"Apr 9, 2020",38.9594,-76.3770,Maryland,tramadol,$2,50mg pill,364999
"Apr 8, 2020",38.9594,-76.3770,Maryland,Adderall XR,$30,30mg pill,364923
"Apr 8, 2020",38.9594,-76.3770,Maryland,Xtampza ER,$5,13.5mg pill,364911
"Apr 6, 2020",38.9594,-76.3770,Maryland,Adderall,$10,10mg pill,364704
"Apr 5, 2020",38.9594,-76.3770,Maryland,hydromorphone IR tablet (generic Dilaudid),$5,4mg pill,364593
"Apr 3, 2020",38.9594,-76.3770,Maryland,Adderall,$13,30mg pill,364410
"Apr 9, 2020",39.1502,-123.2078,"Ukiah, California",cocaine powder,$100,1/8oz (8-ball) powder,364997
"Apr 9, 2020",41.0037,-76.4550,"Bloomsburg, Pennsylvania",Adderall,$2,15mg pill,364994
"Apr 9, 2020",40.7990,-81.3785,"Canton, Ohio",Adderall (generic),$7,30mg pill,364992
"Apr 9, 2020",28.5383,-81.3792,"Orlando, Florida",Vyvanse,$15,50mg pill,364991
"Apr 9, 2020",35.3693,-81.9568,"Rutherfordton, North Carolina",Adderall (generic),$10,10mg pill,364985
"Apr 9, 2020",30.2672,-97.7431,"Austin, Texas",morphine ER pill,$30,60mg pill,364981
"Apr 4, 2020",30.2672,-97.7431,"Austin, Texas",Restoril,$2,30mg pill,364537
"Apr 4, 2020",30.2672,-97.7431,"Austin, Texas",methamphetamine (powder/crystal),$10,1g rock/crystal,364530
"Apr 4, 2020",30.2672,-97.7431,"Austin, Texas",heroin,$80,1g tar,364527
"Apr 9, 2020",42.2223,-70.9995,"Braintree, Massachusetts",Adderall,$10,30mg pill,364979
"Apr 9, 2020",39.6735,-95.6842,"5, Kansas",Adderall XR,$5,30mg pill,364978
"Apr 9, 2020",25.7743,-80.1937,"Miami fl, Florida",Adderall XR,$60,20mg pill,364973
"Apr 9, 2020",34.9831,-85.2861,"Rossville, Georgia",methadone  tablet,$5,10mg pill,364972
"Apr 9, 2020",21.3069,-157.8583,"Honolulu, Hawaii",hydromorphone,$8,2mg pill,364971
"Apr 7, 2020",21.3069,-157.8583,"Honolulu, Hawaii","oxycodone / acetaminophen tablet (generic Percocet, Percodan, Tylox)",$4,5mg/300mg pill,364796
"Apr 9, 2020",43.6758,-71.4991,New Hampshire,Adderall,$9,30mg pill,364969
"Apr 9, 2020",32.2217,-110.9265,"Tucson', Arizona",heroin (black tar),$60,1g tar,364967
"Apr 9, 2020",35.4887,-82.9888,"Waynesville, North Carolina",temazepam,$10,15mg pill,364965
"Apr 8, 2020",40.7608,-111.8911,"Salt  lake City, Utah",Adderall,$30,30mg pill,364963
"Apr 8, 2020",30.0997,-91.9901,"Youngsville, Louisiana",oxymorphone ER tablet (generic Opana ER),$15,10mg pill,364960
"Apr 8, 2020",35.3501,-80.2001,"Albemarle, North Carolina",buprenorphine tablet (generic Subutex),$25,8mg pill,364958
"Apr 8, 2020",34.1975,-119.1771,"Oxnard, California",codeine,$30,60mg pill,364952
"Apr 8, 2020",42.0029,-71.5148,"Woonsocket, Rhode Island",fentanyl patch,$50,100mcg/h patch,364949
"Apr 8, 2020",41.7859,-88.1473,"Naperville, Illinois",clonazepam,$5,1mg pill,364946
"Apr 7, 2020",41.7859,-88.1473,"Naperville, Illinois",Adderall XR (generic),$6,20mg pill,364809
"Apr 8, 2020",38.8339,-104.8214,"Colorado  Springs, Colorado",Adderall,$15,20mg pill,364944
"Apr 8, 2020",39.7084,-91.3585,"Hannibal, Missouri",Adderall,$7,30mg pill,364941
"Apr 8, 2020",30.4755,-90.1009,"Covington, Louisiana",Adderall,$10,30mg pill,364939
"Apr 8, 2020",43.4554,-76.5105,"Oswego, New York",Ambien,$10,10mg pill,364936
"Apr 8, 2020",38.9688,-76.8634,"Lanham, Maryland",Cialis,$20,20mg pill,364934
"Apr 8, 2020",42.4853,-83.3772,"Farmington Hills, Michigan",Adderall,$20,20mg pill,364932
"Apr 8, 2020",47.2529,-122.4443,"Tacoma, Washington",hydrocodone/acetaminophen tablet (generic Vicodin),$3,5mg/325mg pill,364930
"Apr 6, 2020",47.2529,-122.4443,"Tacoma, Washington",tramadol,$10,100mg pill,364652
"Apr 2, 2020",47.2529,-122.4443,"Tacoma, Washington",Viagra,$25,50mg pill,364315
